"Characteristic","unique(paramUse$ENTITY_ABBR)","CRITERION_VALUE","UNIT_NAME","CRITERIATYPEAQUAHUMHLTH","CRITERIATYPEFRESHSALTWATER","CRITERIATYPE_ACUTECHRONIC","USE_CLASS_NAME_LOCATION_ETC","ATTAINS_USE_NAME"
"mercury","VA","1.4","µg/l","A","F","A","AQUATIC LIFE","AQUATIC LIFE"
"mercury","VA","1.8","µg/l","A","S","A","AQUATIC LIFE","AQUATIC LIFE"
"mercury","VI","1.4","µg/l","A","F","A","CLASS OF INLAND FRESH WATERS (IF) AND INLAND GROUNDWATERS (IG)",NA
"mercury","VI","0.77","µg/l","A","F","C","CLASS OF INLAND FRESH WATERS (IF) AND INLAND GROUNDWATERS (IG)",NA
"mercury","VI","1.8","µg/l","A","S","A","CLASS OF INLAND BRACKISH OR SALINE (IBS), CLASS A, CLASS B, AND CLASS B WATERS",NA
"mercury","VI","0.94","µg/l","A","S","C","CLASS OF INLAND BRACKISH OR SALINE (IBS), CLASS A, CLASS B, AND CLASS B WATERS",NA
"mercury","VT","1.4","µg/l","A",NA,"A","PROTECTION OF AQUATIC BIOTA","AQUATIC BIOTA"
"mercury","VT","0.012","µg/l","A",NA,"C","PROTECTION OF AQUATIC BIOTA","AQUATIC BIOTA"
"mercury","WA","2.1","µg/l","A","F","A","AQUATIC LIFE",NA
"mercury","WA","0.012","µg/l","A","F","C","AQUATIC LIFE",NA
"mercury","WA","1.8","µg/l","A","S","A","AQUATIC LIFE",NA
"mercury","WA","0.025","µg/l","A","S","C","AQUATIC LIFE",NA
"mercury","WA","see notes","[no units]","H",NA,NA,"HUMAN HEALTH",NA
"mercury","WA","see notes","[no units]","H",NA,NA,"HUMAN HEALTH",NA
"mercury","WI","0.44","µg/l","A",NA,"C","COLD WATER",NA
"mercury","WI","0.83","µg/l","A",NA,"A","COLD WATER",NA
"mercury","WI","0.83","µg/l","A",NA,"A","LIMITED AQUATIC LIFE","LIMITED AQUATIC LIFE"
"mercury","WI","0.44","µg/l","A",NA,"C","LIMITED FORAGE FISH AND LIMITED AQUATIC LIFE","FISH AND AQUATIC LIFE"
"mercury","WI","0.44","µg/l","A",NA,"C","LIMITED FORAGE FISH AND LIMITED AQUATIC LIFE","LIMITED AQUATIC LIFE"
"mercury","WI","0.0015","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","PUBLIC WATER SUPPLY"
"mercury","WI","0.0015","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","WATER SUPPLY"
"mercury","WI","0.0015","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD WATER COMMUNITIES"
"mercury","WI","0.0015","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD I"
"mercury","WI","336","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - LIMITED AQUATIC LIFE","PUBLIC WATER SUPPLY"
"mercury","WI","336","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - LIMITED AQUATIC LIFE","WATER SUPPLY"
"mercury","WI","336","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - LIMITED AQUATIC LIFE","LIMITED AQUATIC LIFE"
"mercury","WI","0.0015","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","PUBLIC WATER SUPPLY"
"mercury","WI","0.0015","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WATER SUPPLY"
"mercury","WI","0.0015","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH COMMUNITIES"
"mercury","WI","0.0015","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","LIMITED FORAGE FISH COMMUNITIES"
"mercury","WI","0.0015","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER FORAGE FISH COMMUNITIES"
"mercury","WI","0.0015","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH"
"mercury","WI","0.0015","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER FORAGE FISH"
"mercury","WI","0.0015","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","PUBLIC WATER SUPPLY"
"mercury","WI","0.0015","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","WATER SUPPLY"
"mercury","WI","0.0015","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD WATER COMMUNITIES"
"mercury","WI","0.0015","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD I"
"mercury","WI","0.0015","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","PUBLIC WATER SUPPLY"
"mercury","WI","0.0015","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WATER SUPPLY"
"mercury","WI","0.0015","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH COMMUNITIES"
"mercury","WI","0.0015","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH"
"mercury","WI","0.44","µg/l","A",NA,"C","WARM WATER SPORTFISH, WARM WATER FORAGE","WARM WATER SPORT FISH"
"mercury","WI","0.44","µg/l","A",NA,"C","WARM WATER SPORTFISH, WARM WATER FORAGE","WARM WATER FORAGE FISH"
"mercury","WI","0.83","µg/l","A",NA,"A","WARM WATER SPORTFISH, WARM WATER FORAGE, AND LIMITED FORAGE FISH","WARM WATER SPORT FISH"
"mercury","WI","0.83","µg/l","A",NA,"A","WARM WATER SPORTFISH, WARM WATER FORAGE, AND LIMITED FORAGE FISH","WARM WATER FORAGE FISH"
"mercury","WI","1.3","ng/l",NA,NA,NA,"WILDLIFE CRITERIA","WILDLIFE"
"mercury","WMA","0.1","mg/kg dry wt",NA,NA,NA,"FISH CONSUMPTION STANDARD FOR WILDLIFE",NA
"mercury","WMA","1.0","mg/kg dry wt","H",NA,NA,"FISH CONSUMPTION STANDARD PROTECTIVE OF HUMAN HEALTH",NA
"mercury","WST","1.4","µg/l","A","F","A","SURFACE WATERS",NA
"mercury","WST","0.012","µg/l","A","F","C","SURFACE WATERS",NA
"mercury","WST","0.14","µg/l","H",NA,NA,"SURFACE WATERS",NA
"mercury","WST","0.15","µg/l","H",NA,NA,"SURFACE WATERS",NA
"mercury","WST","0.002","mg/l","H",NA,NA,"DRINKING WATER",NA
"mercury","WV","0.14","µg/l","H",NA,NA,"CATEGORY A WATERS",NA
"mercury","WV","0.5","µg/l","H",NA,NA,"CATEGORY A WATERS",NA
"mercury","WV","2.4","µg/l","A",NA,"A","CATEGORY B1 AND B4 WATERS",NA
"mercury","WV","2.4","µg/l","A",NA,"A","CATEGORY B2 WATERS",NA
"mercury","WV","0.15","µg/l","H",NA,NA,"CATEGORY C WATERS",NA
"mercury","WV","0.5","µg/l","H",NA,NA,"CATEGORY C WATERS",NA
"mercury","WY","0.77","µg/l","A","F","C","AQUATIC LIFE",NA
"mercury","WY","1.4","µg/l","A","F","A","AQUATIC LIFE",NA
"mercury","WY","0.05","µg/l","H","F",NA,"HUMAN HEALTH",NA
"mercury","WY","0.051","µg/l","H","F",NA,"HUMAN HEALTH",NA
"mercury",NA,NA,NA,NA,NA,NA,NA,NA
"nickel","304A","610","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"nickel","304A","4600","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"nickel","304A","470","µg/l","A","F","A","AQUATIC LIFE",NA
"nickel","304A","52","µg/l","A","F","C","AQUATIC LIFE",NA
"nickel","304A","74","µg/l","A","S","A","AQUATIC LIFE",NA
"nickel","304A","8.2","µg/l","A","S","C","AQUATIC LIFE",NA
"nickel","ACO","See Equation","[no units]","A","F","A","AQUATIC AND WILDLIFE (COLD), AQUATIC AND WILDLIFE (WARM), AND AQUATIC AND WILDLIFE (EPHEMERAL)",NA
"nickel","ACO","See Equation","[no units]","A","F","C","AQUATIC AND WILDLIFE (COLD), AQUATIC AND WILDLIFE (WARM), AND AQUATIC AND WILDLIFE (EPHEMERAL)",NA
"nickel","ACO","610","µg/l","H",NA,NA,"DOMESTIC WATER SOURCE (DWS) AND GROUNDWATER RECHARGE (GWR)",NA
"nickel","ACO","4,600","µg/l","H",NA,NA,"SURFACE WATERS",NA
"nickel","AK","4600","µg/l","H",NA,NA,"HUMAN HEALTH CRITERIA FOR NON-CARCINOGENS {DRINKING, CULINARY, AND FOOD PROCESSING; GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE, AND WILDLIFE}",NA
"nickel","AK","610","µg/l","H",NA,NA,"HUMAN HEALTH CRITERIA FOR NON-CARCINOGENS {DRINKING, CULINARY, AND FOOD PROCESSING; GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE, AND WILDLIFE}",NA
"nickel","AK","8.2","µg/l","A","S","C","AQUATIC LIFE CRITERIA FOR MARINE WATERS {WATER SUPPLY (AQUACULTURE); WATER SUPPLY (SEAFOOD PROCESSING); GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE, AND WILDLIFE}",NA
"nickel","AK","74","µg/l","A","S","A","AQUATIC LIFE CRITERIA FOR MARINE WATERS {WATER SUPPLY (AQUACULTURE); WATER SUPPLY (SEAFOOD PROCESSING); GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE, AND WILDLIFE}",NA
"nickel","AK","See equation","[no units]","A","F","C","AQUATIC LIFE CRITERIA FOR FRESH WATERS {WATER SUPPLY (AQUACULTURE); GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE, AND WILDLIFE}",NA
"nickel","AK","See equation","[no units]","A","F","A","AQUATIC LIFE CRITERIA FOR FRESH WATERS {WATER SUPPLY (AQUACULTURE); GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE, AND WILDLIFE}",NA
"nickel","AK","8.2","µg/l",NA,NA,"C","COOK INLET",NA
"nickel","AK","74","µg/l",NA,NA,"A","COOK INLET",NA
"nickel","AL","See equation","µg/l","H",NA,NA,"TOXIC POLLUTANT CRITERIA - STATE WATERS",NA
"nickel","AL","See equation","µg/l","H",NA,NA,"TOXIC POLLUTANT CRITERIA - STATE WATERS",NA
"nickel","AL","8.2","µg/l","A","S","C","TOXIC POLLUTANT CRITERIA - STATE WATERS",NA
"nickel","AL","74","µg/l","A","S","A","TOXIC POLLUTANT CRITERIA - STATE WATERS",NA
"nickel","AL","See equation","µg/l","A","F","A","TOXIC POLLUTANT CRITERIA - STATE WATERS",NA
"nickel","AL","See equation","µg/l","A","F","C","TOXIC POLLUTANT CRITERIA - STATE WATERS",NA
"nickel","AR","see equation","µg/l","A",NA,"C","ALL WATERBODIES - AQUATIC LIFE CRITERIA","AQUATIC LIFE"
"nickel","AR","see equation","µg/l","A",NA,"A","ALL WATERBODIES - AQUATIC LIFE CRITERIA","AQUATIC LIFE"
"nickel","AS",NA,NA,NA,NA,NA,NA,NA
"nickel","ASFP","145","µg/l","A",NA,"A","SURFACE WATERS",NA
"nickel","ASFP","16.1","µg/l","A",NA,"C","SURFACE WATERS",NA
"nickel","ASFP","100","µg/l","H",NA,NA,"SURFACE WATERS",NA
"nickel","ASFP","4,600","µg/l","H",NA,NA,"SURFACE WATERS",NA
"nickel","AZ","See notes","µg/l","A",NA,"A","AQUATIC AND WILDLIFE (COLD WATER) (A&WC)","AQUATIC AND WILDLIFE"
"nickel","AZ","See notes","µg/l","A",NA,"C","AQUATIC AND WILDLIFE (COLD WATER) (A&WC)","AQUATIC AND WILDLIFE"
"nickel","AZ","See notes","µg/l","A",NA,"A","AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW)","AQUATIC AND WILDLIFE (EFFLUENT DEPENDENT WATER)"
"nickel","AZ","See notes","µg/l","A",NA,"A","AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW)","EFFLUENT DEPENDENT WATER"
"nickel","AZ","See notes","µg/l","A",NA,"A","AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW)","AQUATIC AND WILDLIFE"
"nickel","AZ","See notes","µg/l","A",NA,"C","AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW)","AQUATIC AND WILDLIFE (EFFLUENT DEPENDENT WATER)"
"nickel","AZ","See notes","µg/l","A",NA,"C","AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW)","EFFLUENT DEPENDENT WATER"
"nickel","AZ","See notes","µg/l","A",NA,"C","AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW)","AQUATIC AND WILDLIFE"
"nickel","AZ","See notes","µg/l","A",NA,"A","AQUATIC AND WILDLIFE (EPHEMERAL) (A&WE)","AQUATIC AND WILDLIFE (EPHEMERAL)"
"nickel","AZ","See notes","µg/l","A",NA,"A","AQUATIC AND WILDLIFE (EPHEMERAL) (A&WE)","AQUATIC AND WILDLIFE"
"nickel","AZ","See notes","µg/l","A",NA,"A","AQUATIC AND WILDLIFE (WARM WATER) (A&WW)","AQUATIC AND WILDLIFE"
"nickel","AZ","See notes","µg/l","A",NA,"C","AQUATIC AND WILDLIFE (WARM WATER) (A&WW)","AQUATIC AND WILDLIFE"
"nickel","AZ","140","µg/l","H",NA,NA,"DOMESTIC WATER SOURCE (DWS)","DOMESTIC WATER SOURCE"
"nickel","AZ","4600","µg/l","H",NA,NA,"FISH CONSUMPTION (FC)","FISH CONSUMPTION"
"nickel","AZ","28000","µg/l","H",NA,NA,"FULL-BODY CONTACT (FBC)","FULL BODY CONTACT"
"nickel","AZ","28000","µg/l","H",NA,NA,"PARTIAL-BODY CONTACT (PBC)","PARTIAL BODY CONTACT"
"nickel","BPP","0.1","mg/l",NA,NA,NA,"MUNICIPAL AND DOMESTIC SUPPLY",NA
"nickel","BPT",NA,NA,NA,NA,NA,NA,NA
"nickel","BRBCHP","See Equation","[no units]","A",NA,"A","AQUATIC LIFE AND FISH (A)",NA
"nickel","BRBCHP","See Equation","[no units]","A",NA,"C","AQUATIC LIFE AND FISH (A)",NA
"nickel","CA","5","µg/l","A","S",NA,"OCEAN WATERS",NA
"nickel","CA","20","µg/l","A","S",NA,"OCEAN WATERS",NA
"nickel","CA","50","µg/l","A","S",NA,"OCEAN WATERS",NA
"nickel","CA1",NA,NA,NA,NA,NA,NA,NA
"nickel","CA2","0.2","mg/l",NA,NA,NA,"AGRICULTURAL SUPPLY",NA
"nickel","CA2","2.0","mg/l",NA,NA,NA,"AGRICULTURAL SUPPLY",NA
"nickel","CA2","0.1","mg/l","H",NA,NA,"MUNICIPAL SUPPLY",NA
"nickel","CA2","52","µg/l",NA,"F","C","SURFACE WATER WITH SALINITY IS LESS THAN 1 PPT",NA
"nickel","CA2","470","µg/l",NA,"F","A","SURFACE WATER WITH SALINITY IS LESS THAN 1 PPT",NA
"nickel","CA2","8.2","µg/l",NA,"S","C","SURFACE WATER WITH SALINITY IS GREATER THAN 10 PPT",NA
"nickel","CA2","74","µg/l",NA,"S","A","SURFACE WATER WITH SALINITY IS GREATER THAN 10 PPT",NA
"nickel","CA2","11.9","µg/l",NA,NA,"C","SOUTH SAN FRANCISCO BAY",NA
"nickel","CA2","62.4","µg/l",NA,NA,"A","SOUTH SAN FRANCISCO BAY",NA
"nickel","CA3","0.1","mg/l","H","F",NA,"FRESHWATER HABITAT (COLD, WARM) (INLAND SURFACE WATERS, ENCLOSED BAYS, AND ESTUARIES)",NA
"nickel","CA3","0.4","mg/l","H","F",NA,"FRESHWATER HABITAT (COLD, WARM) (INLAND SURFACE WATERS, ENCLOSED BAYS, AND ESTUARIES)",NA
"nickel","CA3","0.2","mg/l","H",NA,NA,"LIVESTOCK WATERING (INLAND SURFACE WATERS, ENCLOSED BAYS, AND ESTUARIES)",NA
"nickel","CA3","0.0020","mg/l","A","S",NA,"MARINE HABITAT",NA
"nickel","CA4","0.1","mg/l","H",NA,NA,"MUNICIPAL AND DOMESTIC WATER SUPPLY",NA
"nickel","CA5",NA,NA,NA,NA,NA,NA,NA
"nickel","CA6",NA,NA,NA,NA,NA,NA,NA
"nickel","CA7",NA,NA,NA,NA,NA,NA,NA
"nickel","CA8",NA,NA,NA,NA,NA,NA,NA
"nickel","CA9",NA,NA,NA,NA,NA,NA,NA
"nickel","CDA","470","µg/l","A",NA,"A","AQUATIC LIFE USE",NA
"nickel","CDA","52","µg/l","A",NA,"C","AQUATIC LIFE USE",NA
"nickel","CHE","See Equation","[no units]","A",NA,"A","SURFACE WATERS",NA
"nickel","CHE","See Equation","[no units]","A",NA,"C","SURFACE WATERS",NA
"nickel","CHE","610","µg/l","H",NA,NA,"CLASS AA AND A SURFACE WATERS",NA
"nickel","CHE","4600","µg/l","H",NA,NA,"CLASS B SURFACE WATERS",NA
"nickel","CNMI",NA,NA,NA,NA,NA,NA,NA
"nickel","CO","See equation","[no units]",NA,NA,NA,"GUNNISON AND LOWER DOLORES RIVER BASINS",NA
"nickel","CO","200","µg/l","H",NA,"C","AGRICULTURE","AGRICULTURE"
"nickel","CO","4600","µg/l","H",NA,"C","ALL SURFACE WATERS",NA
"nickel","CO","610","µg/l","H",NA,"C","ALL SURFACE WATERS",NA
"nickel","CO","100","µg/l","H",NA,"C","DOMESTIC WATER SUPPLY","WATER SUPPLY"
"nickel","CO","See equation","µg/l","A",NA,"A","ALL SURFACE WATERS",NA
"nickel","CO","See equation","µg/l","A",NA,"C","ALL SURFACE WATERS",NA
"nickel","CO","see equation","[no units]",NA,NA,NA,"ARKANSAS RIVER BASIN",NA
"nickel","CO","see equation","µg/l",NA,NA,NA,"ARKANSAS RIVER BASIN SITE-SPECIFIC STANDARDS",NA
"nickel","CO","see equation","[no units]",NA,NA,NA,"UPPER COLORADO AND NORTH PLATTE RIVER BASIN",NA
"nickel","CO","see equation","[no units]",NA,NA,NA,"SAN JUAN AND DOLORES BASINS",NA
"nickel","CO","see equation","[no units]",NA,NA,NA,"RIO GRANDE BASIN",NA
"nickel","CO","see equation","[no units]",NA,NA,NA,"LOWER COLORADO RIVER BASIN",NA
"nickel","CO","see equation","[no units]",NA,NA,NA,"SOUTH PLATTE, LARAMIE, REPUBLICAN AND SMOKY HILL BASINS",NA
"nickel","COL",NA,NA,NA,NA,NA,NA,NA
"nickel","CT","28.9","µg/l","A","F","C","CLASS AA, A & B",NA
"nickel","CT","260.5","µg/l","A","F","A","CLASS AA, A & B",NA
"nickel","CT","8.2","µg/l","A","S","C","CLASS SA & SB",NA
"nickel","CT","74","µg/l","A","S","A","CLASS SA & SB",NA
"nickel","CT","4600.0","µg/l","H",NA,NA,"CLASS B, SA & SB WATERS",NA
"nickel","CT","610","µg/l","H",NA,NA,"CLASS AA & A WATERS",NA
"nickel","CTR","52","µg/l","A","F","C","AQUATIC LIFE CRITERIA",NA
"nickel","CTR","8.2","µg/l","A","S","C","AQUATIC LIFE CRITERIA",NA
"nickel","CTR","610","µg/l","H",NA,NA,"HUMAN HEALTH CRITERIA",NA
"nickel","CTR","4600","µg/l","H",NA,NA,"HUMAN HEALTH CRITERIA",NA
"nickel","CTR","470","µg/l","A","F","A","AQUATIC LIFE CRITERIA",NA
"nickel","CTR","74","µg/l","A","S","A","AQUATIC LIFE CRITERIA",NA
"nickel","DC","See equation","µg/l","A",NA,"C","CLASS C WATERS",NA
"nickel","DC","See equation","µg/l","A",NA,"A","CLASS C WATERS",NA
"nickel","DC","4600","µg/l","H",NA,NA,"CLASS D WATERS",NA
"nickel","DE","610","µg/l","H",NA,NA,"PROTECTION OF HUMAN HEALTH",NA
"nickel","DE","4600","µg/l","H",NA,NA,"PROTECTION OF HUMAN HEALTH",NA
"nickel","DE","8.2","µg/l","A","S","C","AQUATIC LIFE PROTECTION",NA
"nickel","DE","74","µg/l","A","S","A","AQUATIC LIFE PROTECTION",NA
"nickel","DE","See equation","µg/l","A","F","A","AQUATIC LIFE PROTECTION",NA
"nickel","DE","See equation","µg/l","A","F","C","AQUATIC LIFE PROTECTION",NA
"nickel","DE","22","µg/l","A","S","C","DELAWARE RIVER ESTUARY AND BAY",NA
"nickel","DE","64","µg/l","A","S","A","DELAWARE RIVER ESTUARY AND BAY",NA
"nickel","DE","See equation","µg/l","A","F","A","DELAWARE RIVER ESTUARY AND BAY",NA
"nickel","DE","See equation","µg/l","A","F","C","DELAWARE RIVER ESTUARY AND BAY",NA
"nickel","DE","500","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY AND BAY",NA
"nickel","DE","1700","µg/l","H","S",NA,"DELAWARE RIVER ESTUARY AND BAY",NA
"nickel","DE","1700","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY AND BAY",NA
"nickel","EBCI","See Equation","µg/l","A",NA,"A","SURFACE WATER",NA
"nickel","EBCI","See Equation","µg/l","A",NA,"C","SURFACE WATER",NA
"nickel","EBCI","610","µg/l","H",NA,NA,"SURFACE WATER",NA
"nickel","EBCI","4600","µg/l","H",NA,NA,"SURFACE WATER",NA
"nickel","FDL","See Equation","[no units]","A",NA,"C","A, B, C1, D1, AND D2 DESIGNATED USE WATERS",NA
"nickel","FDL","See Equation","[no units]","A",NA,NA,"A, B, C1, D1, AND D2 DESIGNATED USE WATERS",NA
"nickel","FDL","See Equation","[no units]","A",NA,"A","A, B, C1, D1, AND D2 DESIGNATED USE WATERS",NA
"nickel","FDL","See Equation","[no units]",NA,NA,"C","A, B, C1, D1, AND D2 DESIGNATED USE WATERS",NA
"nickel","FDL","See Equation","[no units]","A",NA,"C","A, B, C2, D1, D2, AND I DESIGNATED USE WATERS",NA
"nickel","FDL","See Equation","[no units]","A",NA,NA,"A, B, C2, D1, D2, AND I DESIGNATED USE WATERS",NA
"nickel","FDL","See Equation","[no units]","A",NA,"A","A, B, C2, D1, D2, AND I DESIGNATED USE WATERS",NA
"nickel","FDL","See Equation","[no units]",NA,NA,"C","A, B, C2, D1, D2, AND I DESIGNATED USE WATERS",NA
"nickel","FDL","See Equation","[no units]","A",NA,"C","B, C2, C3, D1, D2, AND I DESIGNATED USE WATERS",NA
"nickel","FDL","See Equation","[no units]","A",NA,NA,"B, C2, C3, D1, D2, AND I DESIGNATED USE WATERS",NA
"nickel","FDL","See Equation","[no units]","A",NA,"A","B, C2, C3, D1, D2, AND I DESIGNATED USE WATERS",NA
"nickel","FDL","See Equation","[no units]",NA,NA,"C","B, C2, C3, D1, D2, AND I DESIGNATED USE WATERS",NA
"nickel","FL","See equation","no unit name",NA,NA,NA,"CLASS I: POTABLE WATER SUPPLIES","POTABLE WATER SUPPLIES"
"nickel","FL","8.3","µg/l",NA,NA,NA,"CLASS II: SHELLFISH PROPAGATION OR HARVESTING","SHELLFISH PROPAGATION OR HARVESTING"
"nickel","FL","8.3","µg/l",NA,NA,NA,"CLASS II: SHELLFISH PROPAGATION OR HARVESTING","SHELLFISH PROPAGATION"
"nickel","FL","8.3","µg/l",NA,NA,NA,"CLASS II: SHELLFISH PROPAGATION OR HARVESTING","SHELLFISH HARVESTING"
"nickel","FL","See equation","no unit name",NA,"F",NA,"CLASS III AND CLASS III-LIMITED, FISH CONSUMPTION, RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE","RECREATION"
"nickel","FL","See equation","no unit name",NA,"F",NA,"CLASS III AND CLASS III-LIMITED, FISH CONSUMPTION, RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE","FISH CONSUMPTION"
"nickel","FL","8.3","µg/l",NA,"S",NA,"CLASS III AND CLASS III-LIMITED, FISH CONSUMPTION, RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE","RECREATION"
"nickel","FL","8.3","µg/l",NA,"S",NA,"CLASS III AND CLASS III-LIMITED, FISH CONSUMPTION, RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE","FISH CONSUMPTION"
"nickel","FL","100","µg/l",NA,NA,NA,"CLASS IV: AGRICULTURAL WATER SUPPLIES","AGRICULTURAL WATER SUPPLIES"
"nickel","GA","8.2","µg/l",NA,"S","C","ALL WATERS",NA
"nickel","GA","29","µg/l",NA,"F","C","ALL WATERS",NA
"nickel","GA","74","µg/l",NA,"S","A","ALL WATERS",NA
"nickel","GA","260","µg/l",NA,"F","A","ALL WATERS",NA
"nickel","GPCHMN","See Equation","[no units]","A",NA,"C","SURFACE WATERS",NA
"nickel","GU","470","µg/l","A","F","A","CATEGORY S-1, S-2, AND S-3 WATERS",NA
"nickel","GU","52","µg/l","A","F","C","CATEGORY S-1, S-2, AND S-3 WATERS",NA
"nickel","GU","74","µg/l","A","S","A","CATEGORY M-1, M-2, AND M-3 WATERS",NA
"nickel","GU","8.2","µg/l","A","S","C","CATEGORY M-1, M-2, AND M-3 WATERS",NA
"nickel","GU","610","µg/l","H","F",NA,"CATEGORY S-1 AND S-2 WATERS",NA
"nickel","GU","4,600","µg/l","H",NA,NA,"CATEGORY M-1, M-2, M-3, AND S-3 WATERS",NA
"nickel","HI","4600","µg/l","H",NA,NA,"ALL WATERS: FISH CONSUMPTION","FISH CONSUMPTION"
"nickel","HI","5","µg/l","A","F","A","ALL WATERS",NA
"nickel","HI","5","µg/l","A","F","C","ALL WATERS",NA
"nickel","HI","8.3","µg/l","A","S","C","ALL WATERS",NA
"nickel","HI","75","µg/l","A","S","A","ALL WATERS",NA
"nickel","HOOP","470","µg/l","A","F","A","SURFACE WATER USED FOR DOMESTIC OR MUNICIPAL SUPPLY",NA
"nickel","HOOP","52","µg/l","A","F","C","SURFACE WATER USED FOR DOMESTIC OR MUNICIPAL SUPPLY",NA
"nickel","HOOP","610","µg/l","H",NA,NA,"SURFACE WATER USED FOR DOMESTIC OR MUNICIPAL SUPPLY",NA
"nickel","HOOP","4600","µg/l","H",NA,NA,"SURFACE WATER USED FOR DOMESTIC OR MUNICIPAL SUPPLY",NA
"nickel","HPI","610","µg/l",NA,NA,NA,"DOMESTIC WATER SOURCE (DWS) + FISH CONSUMPTION (FC), GROUNDWATER RECHARGE (GWR), AND PRIMARY CONTACT CEREMONIAL (PCC)",NA
"nickel","HPI","4600","µg/l",NA,NA,NA,"FISH CONSUMPTION",NA
"nickel","HPI","18670","µg/l",NA,NA,NA,"FULL BODY CONTACT (FBC)",NA
"nickel","HPI","18670","µg/l",NA,NA,NA,"PARTIAL BODY CONTACT (PBC)",NA
"nickel","HPI","See Table","[no units]","A",NA,"A","AQUATIC AND WILDLIFE (WARMWATER HABITAT)",NA
