"ENTITY_ABBR.x","CST_USE_NAME","ENTITY_ABBR.y","ATTAINS_USE_NAME","USE_NAME_UNLISTED"
NA,NA,"NM","SECONDARY RECREATION","^(?=.*SECONDARY)(?=.*RECREATION).*$"
NA,NA,"OK","SECONDARY CONTACT (RECR)","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*(RECR)).*$"
"CA3","NON-CONTACT WATER RECREATION (REC-2)","CA","NON-CONTACT RECREATION","^(?=.*NON-CONTACT)(?=.*RECREATION).*$"
"CA8","NON-CONTACT WATER RECREATION (REC II) - INLAND SURFACE WATERS","CA","NON-CONTACT RECREATION","^(?=.*NON-CONTACT)(?=.*RECREATION).*$"
"CA7","NON-CONTACT WATER RECREATION","CA","NON-CONTACT RECREATION","^(?=.*NON-CONTACT)(?=.*RECREATION).*$"
"CA9","NON-CONTACT RECREATION (REC-2)","CA","NON-CONTACT RECREATION","^(?=.*NON-CONTACT)(?=.*RECREATION).*$"
NA,NA,"NM","PRIMARY CONTACT CEREMONIAL","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*CEREMONIAL).*$"
NA,NA,"IA","GROUNDWATER RECHARGE","^(?=.*GROUNDWATER)(?=.*RECHARGE).*$"
NA,NA,"OK","AGRICULTURE BENEFICIAL USE","^(?=.*AGRICULTURE)(?=.*BENEFICIAL)(?=.*USE).*$"
NA,NA,"OH","EXCEPTIONAL WARMWATER HABITAT","^(?=.*EXCEPTIONAL)(?=.*WARMWATER)(?=.*HABITAT).*$"
NA,NA,"CA","MUNICIPAL & DOMESTIC","^(?=.*MUNICIPAL)(?=.*&)(?=.*DOMESTIC).*$"
NA,NA,"DE","AQUATIC LIFE SUPPORT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*SUPPORT).*$"
NA,NA,"MA","SECONDARY HUMAN CONTACT","^(?=.*SECONDARY)(?=.*HUMAN)(?=.*CONTACT).*$"
NA,NA,"CO","AQUATIC LIFE COLD WATER-CLASS 1","^(?=.*AQUATIC)(?=.*LIFE)(?=.*COLD)(?=.*WATER-CLASS)(?=.*1).*$"
NA,NA,"NM","PRIMARY HUMAN CONTACT/CEREMONIAL USE","^(?=.*PRIMARY)(?=.*HUMAN)(?=.*CONTACT/CEREMONIAL)(?=.*USE).*$"
NA,NA,"IA","NAVIGATION","^(?=.*NAVIGATION).*$"
NA,NA,"MT","DOMESTIC WATER","^(?=.*DOMESTIC)(?=.*WATER).*$"
NA,NA,"ID","AQUATIC LIFE USE --SS","^(?=.*AQUATIC)(?=.*LIFE)(?=.*USE)(?=.*--SS).*$"
NA,NA,"CA","FLOOD PEAK ATTENUATION/FLOOD WATER STORAGE","^(?=.*FLOOD)(?=.*PEAK)(?=.*ATTENUATION/FLOOD)(?=.*WATER)(?=.*STORAGE).*$"
"NC","CLASS C WATERS; SWAMP WATERS","NC","SWAMP WATERS","^(?=.*SWAMP)(?=.*WATERS).*$"
"NC","CLASS SC WATERS; TIDAL SALTWATER, SWAMP WATERS","NC","SWAMP WATERS","^(?=.*SWAMP)(?=.*WATERS).*$"
"WY","COLD WATER FISHERIES AND/OR DRINKING WATER SUPPLIES (CLASSES 1, 2AB, 2A AND 2B)","WY","FISHERIES","^(?=.*FISHERIES).*$"
"WY","WARM WATER OR NONGAME FISHERIES (CLASSES 1, 2AB, 2B AND 2C)","WY","FISHERIES","^(?=.*FISHERIES).*$"
NA,NA,"MN","RECREATION: PRIMARY CONTACT RECREATIONAL","^(?=.*RECREATION:)(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATIONAL).*$"
NA,NA,"VT","THE USE OF WATERS FOR THE ENJOYMENT OF AESTHETIC CONDITIONS","^(?=.*THE)(?=.*USE)(?=.*OF)(?=.*WATERS)(?=.*FOR)(?=.*THE)(?=.*ENJOYMENT)(?=.*OF)(?=.*AESTHETIC)(?=.*CONDITIONS).*$"
"TN","FISH AND AQUATIC LIFE","TN","FISH AND AQUATIC LIFE","^(?=.*FISH)(?=.*AND)(?=.*AQUATIC)(?=.*LIFE).*$"
"TN","FISH AND AQUATIC LIFE; WADEABLE STREAMS","TN","FISH AND AQUATIC LIFE","^(?=.*FISH)(?=.*AND)(?=.*AQUATIC)(?=.*LIFE).*$"
"TN","FISH AND AQUATIC LIFE; LARGER RIVERS, LAKES, RESERVOIRS, AND WETLANDS","TN","FISH AND AQUATIC LIFE","^(?=.*FISH)(?=.*AND)(?=.*AQUATIC)(?=.*LIFE).*$"
"SPOK","PRIMARY CONTACT CEREMONIAL AND SPIRITUAL USES","OK","PRIMARY CONTACT","^(?=.*PRIMARY)(?=.*CONTACT).*$"
"SC","SHELLFISH HARVESTING","SC","SHELLFISH HARVESTING","^(?=.*SHELLFISH)(?=.*HARVESTING).*$"
"SC","SHELLFISH HARVESTING WATERS; CLASS SA AND SB WATERS","SC","SHELLFISH HARVESTING","^(?=.*SHELLFISH)(?=.*HARVESTING).*$"
NA,NA,"AZ","A&W - COLD WATER FISHERY","^(?=.*A&W)(?=.*-)(?=.*COLD)(?=.*WATER)(?=.*FISHERY).*$"
NA,NA,"GU","WHOLE BODY CONTACT RECREATION","^(?=.*WHOLE)(?=.*BODY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"WI","WILDLIFE PROTECTION","^(?=.*WILDLIFE)(?=.*PROTECTION).*$"
"MI","WILDLIFE CRITERIA","MI","WILDLIFE","^(?=.*WILDLIFE).*$"
"SEMI","CLASS II: RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE, SUBCLASSES 2-B AND 2-C","MI","WILDLIFE","^(?=.*WILDLIFE).*$"
"SEMI","CLASS II: RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE, SUBCLASSES 2-B AND 2-C AND CLASS III: AGRICULTURAL PURPOSES","MI","WILDLIFE","^(?=.*WILDLIFE).*$"
"SEMI","CLASS II: RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE, SUBCLASS 2-B","MI","WILDLIFE","^(?=.*WILDLIFE).*$"
"SEMI","CLASS II: RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE, SUBCLASS 2-C","MI","WILDLIFE","^(?=.*WILDLIFE).*$"
"SEMI","CLASS II: RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE, SUBCLASS 2-C AND CLASS III: AGRICULTURAL PURPOSES","MI","WILDLIFE","^(?=.*WILDLIFE).*$"
"MICC","WILDLIFE HABITAT","MI","WILDLIFE","^(?=.*WILDLIFE).*$"
NA,NA,"HI","DRINKING WATER INTAKES","^(?=.*DRINKING)(?=.*WATER)(?=.*INTAKES).*$"
"WI","LIMITED FORAGE FISH AND LIMITED AQUATIC LIFE","WI","FISH AND AQUATIC LIFE","^(?=.*FISH)(?=.*AND)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"ME","RESTRICTED SHELLFISH HARVESTING","^(?=.*RESTRICTED)(?=.*SHELLFISH)(?=.*HARVESTING).*$"
NA,NA,"NV","EXTRAORDINARY AESTHETIC VALUE","^(?=.*EXTRAORDINARY)(?=.*AESTHETIC)(?=.*VALUE).*$"
NA,NA,"VT","IRRIGATION OF CROPS AND OTHER AGRICULTURAL USES","^(?=.*IRRIGATION)(?=.*OF)(?=.*CROPS)(?=.*AND)(?=.*OTHER)(?=.*AGRICULTURAL)(?=.*USES).*$"
NA,NA,"OH","AQUATIC LIFE - LIMITED RESOURCE WATERS","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*LIMITED)(?=.*RESOURCE)(?=.*WATERS).*$"
NA,NA,"PA","EXCEPTIONAL VALUE WATERS","^(?=.*EXCEPTIONAL)(?=.*VALUE)(?=.*WATERS).*$"
NA,NA,"WI","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"AK","MARINE WATER / WATER SUPPLY / INDUSTRIAL","^(?=.*MARINE)(?=.*WATER)(?=.*/)(?=.*WATER)(?=.*SUPPLY)(?=.*/)(?=.*INDUSTRIAL).*$"
NA,NA,"NJ","OVERALL WQS ATTAINMENT","^(?=.*OVERALL)(?=.*WQS)(?=.*ATTAINMENT).*$"
"WI","PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","WI","COLD WATER COMMUNITIES","^(?=.*COLD)(?=.*WATER)(?=.*COMMUNITIES).*$"
"WI","NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","WI","COLD WATER COMMUNITIES","^(?=.*COLD)(?=.*WATER)(?=.*COMMUNITIES).*$"
NA,NA,"MN","CLASS 1A DRINKING WATER","^(?=.*CLASS)(?=.*1A)(?=.*DRINKING)(?=.*WATER).*$"
NA,NA,"GU","DRINKING WATER (WITH TREATMENT)","^(?=.*DRINKING)(?=.*WATER)(?=.*(WITH)(?=.*TREATMENT)).*$"
NA,NA,"WV","LIVESTOCK WATERING","^(?=.*LIVESTOCK)(?=.*WATERING).*$"
NA,NA,"HI","CULTURAL/CEREMONIAL","^(?=.*CULTURAL/CEREMONIAL).*$"
NA,NA,"ID","AESTHETIC","^(?=.*AESTHETIC).*$"
NA,NA,"VA","OPEN-WATER AQUATIC LIFE","^(?=.*OPEN-WATER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"MT","WETLANDS","^(?=.*WETLANDS).*$"
NA,NA,"TN","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"CA","CULTURAL/CEREMONIAL","^(?=.*CULTURAL/CEREMONIAL).*$"
NA,NA,"TN","NAVIGATION","^(?=.*NAVIGATION).*$"
NA,NA,"KS","AQUATIC LIFE USE","^(?=.*AQUATIC)(?=.*LIFE)(?=.*USE).*$"
NA,NA,"MN","CLASS 2A AQUATIC RECREATION","^(?=.*CLASS)(?=.*2A)(?=.*AQUATIC)(?=.*RECREATION).*$"
"CO","RECREATIONAL - CLASS E EXISTING PRIMARY CONTACT","CO","RECREATION PRIMARY CONTACT","^(?=.*RECREATION)(?=.*PRIMARY)(?=.*CONTACT).*$"
"CO","RECREATIONAL - CLASS N NOT PRIMARY CONTACT USE","CO","RECREATION PRIMARY CONTACT","^(?=.*RECREATION)(?=.*PRIMARY)(?=.*CONTACT).*$"
"CO","RECREATIONAL - CLASS P POTENTIAL PRIMARY CONTACT","CO","RECREATION PRIMARY CONTACT","^(?=.*RECREATION)(?=.*PRIMARY)(?=.*CONTACT).*$"
"ACO","PRIMARY CONTACT RECREATION (PCR)","CO","RECREATION PRIMARY CONTACT","^(?=.*RECREATION)(?=.*PRIMARY)(?=.*CONTACT).*$"
NA,NA,"MT","CLASS 1- COOL WATER PROPAGATION","^(?=.*CLASS)(?=.*1-)(?=.*COOL)(?=.*WATER)(?=.*PROPAGATION).*$"
NA,NA,"CA","INDUSTRIAL PROCESS SUPPLY","^(?=.*INDUSTRIAL)(?=.*PROCESS)(?=.*SUPPLY).*$"
NA,NA,"NH","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"SD","IRRIGATION WATERS","SD","IRRIGATION WATERS","^(?=.*IRRIGATION)(?=.*WATERS).*$"
"SD","IRRIGATION WATERS – BELLE FOURCHE RIVER FROM WYOMING-SOUTH DAKOTA BORDER TO ITS CONFLUENCE WITH THE CHEYENNE RIVER","SD","IRRIGATION WATERS","^(?=.*IRRIGATION)(?=.*WATERS).*$"
NA,NA,"NJ","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
"SUTE","PRIMARY CONTACT RECREATION","UT","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
"TN","RECREATION","TN","RECREATION","^(?=.*RECREATION).*$"
NA,NA,"RI","SHELLFISH CONTROLLED RELAY AND DEPURATION","^(?=.*SHELLFISH)(?=.*CONTROLLED)(?=.*RELAY)(?=.*AND)(?=.*DEPURATION).*$"
NA,NA,"HI","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
"TN","LIVESTOCK WATERING AND WILDLIFE","TN","LIVESTOCK WATERING AND WILDLIFE","^(?=.*LIVESTOCK)(?=.*WATERING)(?=.*AND)(?=.*WILDLIFE).*$"
NA,NA,"TX","PUBLIC WATER SUPPLY USE","^(?=.*PUBLIC)(?=.*WATER)(?=.*SUPPLY)(?=.*USE).*$"
"IN","INDUSTRIAL WATER SUPPLY","IN","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"CA","HYDROELECTRIC POWER GENERATION","^(?=.*HYDROELECTRIC)(?=.*POWER)(?=.*GENERATION).*$"
NA,NA,"IN","GREAT LAKES AGRICULTURAL USE","^(?=.*GREAT)(?=.*LAKES)(?=.*AGRICULTURAL)(?=.*USE).*$"
NA,NA,"MD","FISHING","^(?=.*FISHING).*$"
"ID","WARM WATER AQUATIC LIFE USE","ID","WARM WATER AQUATIC LIFE","^(?=.*WARM)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE).*$"
"ID","WARM WATER AQUATIC LIFE USE: FISH IN EARLY LIFE STAGES ARE LIKELY PRESENT","ID","WARM WATER AQUATIC LIFE","^(?=.*WARM)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE).*$"
"ID","WARM WATER AQUATIC LIFE USE: FISH IN EARLY LIFE STAGES ARE LIKELY ABSENT","ID","WARM WATER AQUATIC LIFE","^(?=.*WARM)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"OH","WARMWATER HABITAT/ COLDWATER HABITAT","^(?=.*WARMWATER)(?=.*HABITAT/)(?=.*COLDWATER)(?=.*HABITAT).*$"
NA,NA,"MT","CLASS 2 WARM WATER AQUATIC LIFE","^(?=.*CLASS)(?=.*2)(?=.*WARM)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"MP","AESTHETIC, OTHERS","^(?=.*AESTHETIC,)(?=.*OTHERS).*$"
"UT","GILBERT BAY GREAT SALT LAKE  (CLASS 5A)","UT","GREAT SALT LAKE","^(?=.*GREAT)(?=.*SALT)(?=.*LAKE).*$"
NA,NA,"VT","THE USE OF THE WATER FOR PUBLIC WATER SOURCE","^(?=.*THE)(?=.*USE)(?=.*OF)(?=.*THE)(?=.*WATER)(?=.*FOR)(?=.*PUBLIC)(?=.*WATER)(?=.*SOURCE).*$"
NA,NA,"NC","FISHING","^(?=.*FISHING).*$"
NA,NA,"AK","MARINE WATER / WATER RECREATION / SECONDARY RECREATION","^(?=.*MARINE)(?=.*WATER)(?=.*/)(?=.*WATER)(?=.*RECREATION)(?=.*/)(?=.*SECONDARY)(?=.*RECREATION).*$"
NA,NA,"MO","COOL WATER FISHERY","^(?=.*COOL)(?=.*WATER)(?=.*FISHERY).*$"
NA,NA,"MI","WARM WATER FISHERY","^(?=.*WARM)(?=.*WATER)(?=.*FISHERY).*$"
"IA","CLASS A1 - PRIMARY CONTACT RECREATIONAL USE","IA","RECREATION - PRIMARY","^(?=.*RECREATION)(?=.*-)(?=.*PRIMARY).*$"
NA,NA,"CA","AQUATIC LIFE SUPPORT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*SUPPORT).*$"
NA,NA,"OH","DESIGNATED TIERED AQUATIC LIFE USE","^(?=.*DESIGNATED)(?=.*TIERED)(?=.*AQUATIC)(?=.*LIFE)(?=.*USE).*$"
NA,NA,"AA","COLDWATER PERMANENT FISH LIFE PROPAGATION WATERS","^(?=.*COLDWATER)(?=.*PERMANENT)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
NA,NA,"NM","DOMESTIC AND MUNICIPAL WATER SUPPLY","^(?=.*DOMESTIC)(?=.*AND)(?=.*MUNICIPAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"KS","SPECIAL AQUATIC LIFE","^(?=.*SPECIAL)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"TX","OYSTER AQUATIC LIFE","^(?=.*OYSTER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"CA","CULTURAL/TRADITIONAL RIGHTS","^(?=.*CULTURAL/TRADITIONAL)(?=.*RIGHTS).*$"
NA,NA,"MN","CLASS 3B INDUSTRIAL CONSUMPTION","^(?=.*CLASS)(?=.*3B)(?=.*INDUSTRIAL)(?=.*CONSUMPTION).*$"
NA,NA,"NM","GROUNDWATER RECHARGE","^(?=.*GROUNDWATER)(?=.*RECHARGE).*$"
NA,NA,"IA","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"WV","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"NJ","AGRICULTURAL WATER SUPPLY","^(?=.*AGRICULTURAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"MN","CLASS 2C WARM WATER AQUATIC CONSUMPTION","^(?=.*CLASS)(?=.*2C)(?=.*WARM)(?=.*WATER)(?=.*AQUATIC)(?=.*CONSUMPTION).*$"
"NE","AGRICULTURE AND WETLANDS","NE","AGRICULTURE","^(?=.*AGRICULTURE).*$"
NA,NA,"ME","PROPAGATION AND RESTRICTED HARVESTING OF SHELLFISH","^(?=.*PROPAGATION)(?=.*AND)(?=.*RESTRICTED)(?=.*HARVESTING)(?=.*OF)(?=.*SHELLFISH).*$"
"WI","NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WI","LIMITED FORAGE FISH COMMUNITIES","^(?=.*LIMITED)(?=.*FORAGE)(?=.*FISH)(?=.*COMMUNITIES).*$"
NA,NA,"NM","SECONDARY HUMAN CONTACT","^(?=.*SECONDARY)(?=.*HUMAN)(?=.*CONTACT).*$"
"UMA","COLD-WATER AQUATIC LIFE","MA","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
"UMA","COOL-WATER AQUATIC LIFE","MA","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
"MAKA","AQUATIC LIFE FRESHWATER TEMPERATURE CRITERIA","MA","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"AR","AQUATIC LIFE SUPPORT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*SUPPORT).*$"
NA,NA,"PR","PROPAGATION AND HARVESTING OF SHELLFISH","^(?=.*PROPAGATION)(?=.*AND)(?=.*HARVESTING)(?=.*OF)(?=.*SHELLFISH).*$"
NA,NA,"IA","AQUATIC LIFE - LIMITED RESOURCE WARMWATER","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*LIMITED)(?=.*RESOURCE)(?=.*WARMWATER).*$"
NA,NA,"NM","COLDWATER AQUATIC LIFE","^(?=.*COLDWATER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"AA","IMMERSION RECREATION WATERS","^(?=.*IMMERSION)(?=.*RECREATION)(?=.*WATERS).*$"
NA,NA,"MN","CULTURAL: WILD RICE AREAS","^(?=.*CULTURAL:)(?=.*WILD)(?=.*RICE)(?=.*AREAS).*$"
"AZ","FULL-BODY CONTACT (FBC)","AZ","FULL BODY CONTACT","^(?=.*FULL)(?=.*BODY)(?=.*CONTACT).*$"
"AZ","FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (IGNEOUS)","AZ","FULL BODY CONTACT","^(?=.*FULL)(?=.*BODY)(?=.*CONTACT).*$"
"AZ","FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (SEDIMENTARY)","AZ","FULL BODY CONTACT","^(?=.*FULL)(?=.*BODY)(?=.*CONTACT).*$"
"AZ","FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (URBAN)","AZ","FULL BODY CONTACT","^(?=.*FULL)(?=.*BODY)(?=.*CONTACT).*$"
"AZ","FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (DEEP)","AZ","FULL BODY CONTACT","^(?=.*FULL)(?=.*BODY)(?=.*CONTACT).*$"
"AZ","FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (SHALLOW)","AZ","FULL BODY CONTACT","^(?=.*FULL)(?=.*BODY)(?=.*CONTACT).*$"
NA,NA,"CA","AESTHETICS","^(?=.*AESTHETICS).*$"
NA,NA,"ID","UNDESIGNATED SURFACE WATERS","^(?=.*UNDESIGNATED)(?=.*SURFACE)(?=.*WATERS).*$"
"OH","SECONDARY CONTACT RECREATION","OH","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"OHKA","SECONDARY CONTACT RECREATIONAL USE","OH","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"WV","WARM WATER FISHERY","^(?=.*WARM)(?=.*WATER)(?=.*FISHERY).*$"
NA,NA,"NE","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"BB","IMMERSION RECREATION WATERS","^(?=.*IMMERSION)(?=.*RECREATION)(?=.*WATERS).*$"
NA,NA,"MD","SEASONAL MIGRATORY FISH SPAWNING AND NURSERY SUBCATEGORY","^(?=.*SEASONAL)(?=.*MIGRATORY)(?=.*FISH)(?=.*SPAWNING)(?=.*AND)(?=.*NURSERY)(?=.*SUBCATEGORY).*$"
NA,NA,"MN","OTHER USES","^(?=.*OTHER)(?=.*USES).*$"
"LA","OYSTER PROPAGATION","LA","OYSTER PROPAGATION","^(?=.*OYSTER)(?=.*PROPAGATION).*$"
NA,NA,"AK","MARINE WATER; WATER RECREATION; CONTACT RECREATION","^(?=.*MARINE)(?=.*WATER;)(?=.*WATER)(?=.*RECREATION;)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"ID","AQUATIC LIFE USE -- SC","^(?=.*AQUATIC)(?=.*LIFE)(?=.*USE)(?=.*--)(?=.*SC).*$"
NA,NA,"NV","FRESHWATER MARSH","^(?=.*FRESHWATER)(?=.*MARSH).*$"
NA,NA,"HI","AGRICULTURE","^(?=.*AGRICULTURE).*$"
"SD","WARMWATER MARGINAL FISH LIFE PROPAGATION WATERS (USE 6)","SD","WARMWATER MARGINAL FISH LIFE PROPAGATION WATERS","^(?=.*WARMWATER)(?=.*MARGINAL)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
NA,NA,"VT","AQUATIC BIOTA AND WILDLIFE THAT MAY UTILIZE OR ARE PRESENT IN THE WATERS","^(?=.*AQUATIC)(?=.*BIOTA)(?=.*AND)(?=.*WILDLIFE)(?=.*THAT)(?=.*MAY)(?=.*UTILIZE)(?=.*OR)(?=.*ARE)(?=.*PRESENT)(?=.*IN)(?=.*THE)(?=.*WATERS).*$"
NA,NA,"OK","AESTHETIC","^(?=.*AESTHETIC).*$"
"WI","NON-PUBLIC WATER SUPPLY - LIMITED AQUATIC LIFE","WI","LIMITED AQUATIC LIFE","^(?=.*LIMITED)(?=.*AQUATIC)(?=.*LIFE).*$"
"WI","LIMITED AQUATIC LIFE","WI","LIMITED AQUATIC LIFE","^(?=.*LIMITED)(?=.*AQUATIC)(?=.*LIFE).*$"
"WI","LIMITED FORAGE FISH AND LIMITED AQUATIC LIFE","WI","LIMITED AQUATIC LIFE","^(?=.*LIMITED)(?=.*AQUATIC)(?=.*LIFE).*$"
"WI","LIMITED AQUATIC LIFE; WASTEWATER EFFLUENT CHANNELS","WI","LIMITED AQUATIC LIFE","^(?=.*LIMITED)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"NM","FISH CULTURE","^(?=.*FISH)(?=.*CULTURE).*$"
NA,NA,"PR","OVERALL USE SUPPORT","^(?=.*OVERALL)(?=.*USE)(?=.*SUPPORT).*$"
NA,NA,"AZ","AGRICULTURE - LIVESTOCK","^(?=.*AGRICULTURE)(?=.*-)(?=.*LIVESTOCK).*$"
NA,NA,"CC","IMMERSION RECREATION WATERS","^(?=.*IMMERSION)(?=.*RECREATION)(?=.*WATERS).*$"
NA,NA,"CA","RARE AND ENDANGERED SPECIES","^(?=.*RARE)(?=.*AND)(?=.*ENDANGERED)(?=.*SPECIES).*$"
NA,NA,"NY","COLD WATER FISHERY","^(?=.*COLD)(?=.*WATER)(?=.*FISHERY).*$"
"CO","DRINKING WATER SUPPLY","CO","WATER SUPPLY","^(?=.*WATER)(?=.*SUPPLY).*$"
"CO","DOMESTIC WATER SUPPLY","CO","WATER SUPPLY","^(?=.*WATER)(?=.*SUPPLY).*$"
"CO","DIRECT USE WATER SUPPLY LAKES AND RESERVOIRS, COLD > 25 ACRES","CO","WATER SUPPLY","^(?=.*WATER)(?=.*SUPPLY).*$"
"CO","DIRECT USE WATER SUPPLY LAKES AND RESERVOIRS, WARM > 25 ACRES","CO","WATER SUPPLY","^(?=.*WATER)(?=.*SUPPLY).*$"
"CO","DIRECT USE WATER SUPPLY LAKES AND RESERVOIRS < = 25 ACRES","CO","WATER SUPPLY","^(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"PA","WILDLIFE WATER SUPPLY","^(?=.*WILDLIFE)(?=.*WATER)(?=.*SUPPLY).*$"
"MN","CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS","MN","CLASS 2D","^(?=.*CLASS)(?=.*2D).*$"
"MN","CLASS 2B AND 2D - LAKE SUPERIOR BASIN WATERS; WILDLIFE CHRONIC STANDARD","MN","CLASS 2D","^(?=.*CLASS)(?=.*2D).*$"
"ME","ESTUARINE AND MARINE WATERS - CLASS SB","ME","CLASS A","^(?=.*CLASS)(?=.*A).*$"
"ME","ESTUARINE AND MARINE WATERS - CLASS SC","ME","CLASS A","^(?=.*CLASS)(?=.*A).*$"
"ME","FRESH SURFACE WATERS - CLASS A","ME","CLASS A","^(?=.*CLASS)(?=.*A).*$"
"ME","FRESH SURFACE WATERS - CLASS C","ME","CLASS A","^(?=.*CLASS)(?=.*A).*$"
"ME","FRESH SURFACE WATERS - CLASS B","ME","CLASS A","^(?=.*CLASS)(?=.*A).*$"
"ME","LAKES AND PONDS - CLASS GPA","ME","CLASS A","^(?=.*CLASS)(?=.*A).*$"
"ME","ESTUARINE AND MARINE WATERS - CLASS SA","ME","CLASS A","^(?=.*CLASS)(?=.*A).*$"
"ME","FRESH SURFACE WATERS - CLASS AA","ME","CLASS A","^(?=.*CLASS)(?=.*A).*$"
"ME","SPAWNING AREAS - CLASS B FRESH SURFACE WATERS","ME","CLASS A","^(?=.*CLASS)(?=.*A).*$"
NA,NA,"NJ","TROUT MAINTENANCE","^(?=.*TROUT)(?=.*MAINTENANCE).*$"
NA,NA,"AK","MARINE WATER / HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE","^(?=.*MARINE)(?=.*WATER)(?=.*/)(?=.*HARVESTING)(?=.*FOR)(?=.*CONSUMPTION)(?=.*OF)(?=.*RAW)(?=.*MOLLUSKS)(?=.*OR)(?=.*OTHER)(?=.*RAW)(?=.*AQUATIC)(?=.*LIFE).*$"
